Nombre;Especie;Raza;Sexo;Edad_Años;Peso;Tamaño;Color_Pelaje;Apto_Con;Condicion_Especial;Desparasitado;Esterilizado;Con_Microchip;Vacunado;Adoptado;Caracter_Necesidad;Historia_Breve;Biografia_Final
LUFFY;Gato;Europeo;Macho;15;4.1;Mediano;Gris, Azul Ruso, Pelo Corto;Compromiso con la Medicina Diaria (Obligatorio),Hogar Ultra Silencioso,Ideal para Siestas Largas,Dueños con Experiencia Geriátrica;Hipertiroidismo (Controlado con Pastilla);Sí;Sí;Sí;Sí;No;Senior,Tranquilo,Dócil,Afectuoso (Regazo),Duerme Mucho,Geriátrico,Necesita Medicación,Búsqueda de Sol;Luffy es un gato Senior de 15 años que busca un hogar para su retiro. Padece de hipertiroidismo, pero es fácil de controlar con una pastilla diaria.;Luffy es un sabio y tranquilo gato Senior de 15 años, que busca un regazo donde jubilarse. Su principal requisito es la gestión de su Hipertiroidismo (Controlado con Pastilla), que requiere obligatoriamente una pastilla diaria (que acepta sin problema). A cambio de este compromiso, obtendrás el compañero más dócil y afectuoso que puedas imaginar. Es de muy baja energía, adora las siestas al sol y no pide más que paz y mimos. Ideal para personas que deseen darle un final de vida lleno de confort y estabilidad.
ESCAPE;Perro;Beagle/Cocker Spaniel;Macho;3;14;Mediano;Tricolor (Negro, Blanco, Marrón), Pelo Corto;Jardín Cercado Alto y Seguro (Obligatorio),Detección de Escapistas (Rejas),Mucho Ejercicio Diarios,Dueños Activos,Juego de Olfato;Tendencia a Escapismo;Sí;Sí;Sí;Sí;No;Enérgico,Curioso,Caza (Olfato),Inteligente,Inquieto,Amante de los Paseos,Experto en Escapismo,Sociable;Escape es un perro muy simpático y activo, pero tiene una habilidad asombrosa para escapar si el jardín no está perfectamente asegurado. Necesita mucha estimulación física y mental.;Escape es un perro de 3 años, tan cariñoso y sociable como exigente. Hereda el fuerte instinto de olfato de su mezcla, lo que lo impulsa a la aventura. De ahí su Tendencia a Escapismo. Es obligatorio un jardín cercado alto, seguro y con rejas firmes que no le permitan cavar o saltar. Necesita dueños muy activos que le ofrezcan mucho ejercicio y juegos de olfato para mantener su mente ocupada. Con la seguridad adecuada y actividad, es el compañero más alegre y juguetón.
PEPA;Gato;Europeo;Hembra;14;5.5;Mediano;Atigrado Marrón (Brown Tabby), Pelo Corto;Compromiso con Inyecciones de Insulina Diarias (Obligatorio),Dieta Estricta (Baja en Carbohidratos),Veterinario Frecuente (Control Glucémico),Hogar Tranquilo;Diabetes Mellitus Felina;Sí;Sí;Sí;Sí;No;Senior,Tranquila,Necesita Rutina,Dócil (con Inyecciones),Hambre Crónica,Medicación,Cariñosa,Baja Energía;Pepa es una gata Senior de 14 años con un temperamento muy dulce. Padece de diabetes, lo que requiere dos inyecciones diarias de insulina después de comer.;Pepa es una gata senior de 14 años, excepcionalmente tranquila y cariñosa, que busca un hogar donde pasar sus últimos años. Su corazón es dócil, pero su salud requiere un compromiso máximo y obligatorio debido a su Diabetes Mellitus Felina. Esto implica una dieta estricta y, fundamentalmente, dos inyecciones diarias de insulina (que Pepa acepta con paciencia). Es la compañera perfecta para un adoptante que tenga experiencia con gatos geriátricos o que esté dispuesto a aprender la rutina médica diaria. A cambio, ella te ofrecerá una presencia constante y mimos infinitos.
LITUS;Perro;Pastor Belga,Mestizo;Macho;0;18;Mediano,Cachorro;Atigrado,Gris,Negro, Pelo Corto;Clases de Socialización Obligatorias,Adiestramiento de Obediencia Frecuente,Dueños Activos y Comprometidos,Hogar con Jardín Seguro;No;Sí;No;Sí;Sí;No;Cachorro,Inteligente (Potencial),Enérgico,Necesita Liderazgo,Juguetón,Curioso,Leal,Necesita Socialización;Litus es un cachorro de 6 meses con una inteligencia notable. Está en la etapa crucial de socialización y necesita un dueño que invierta tiempo en su entrenamiento para ser un perro adulto equilibrado.;Litus es un cachorro de 6 meses con un gran futuro por delante. Es inteligente, enérgico y aprende rápidamente, heredando la necesidad de trabajo de las razas de pastoreo. Se encuentra en una etapa crítica, por lo que las clases de socialización y obediencia son obligatorias. Necesita un dueño comprometido, fuerte y con tiempo para canalizar su energía y potencial mental. Es muy juguetón y cariñoso, pero requiere límites firmes ahora para convertirse en el perro adulto equilibrado que puede ser. Requiere compromiso de esterilización a los 8 meses.
LITO y CLARO;Gato;Europeo;Machos;2;4;Mediano;Lito: Negro, Pelo Corto / Claro: Blanco y Negro, Pelo Corto;Adopción Conjunta Obligatoria,Hogar Tranquilo (Al Principio),Paciencia con el Más Tímido,Ideal para Segundo Piso (Observación);Vínculo de Adopción Conjunta;Sí;Sí;Sí;Sí;No;Vínculo Fuerte,Adoptar Juntos,1 Tímido / 1 Social,Juguetones (Entre Ellos),Curiosos,Necesitan Compañía Constante,Hermanos;Lito y Claro son hermanos inseparables que se complementan: Lito es cauteloso, Claro es el explorador. Deben ser adoptados juntos.;Lito (el negro, más tímido) y Claro (el tuxedo, más audaz) son dos hermanos de 2 años con un Vínculo de Adopción Conjunta inquebrantable. Claro es el valiente que toma la iniciativa, mientras que Lito lo sigue de cerca y solo se relaja una vez que su hermano le da el visto bueno. Aunque Lito necesita paciencia inicial, ambos son increíblemente juguetones, cariñosos y se dan soporte mutuo. Son perfectos para un hogar que valore la dinámica de pareja y que entienda que, al adoptar a dos, la adaptación es más sencilla, pues siempre tienen compañía. Se requiere su adopción en conjunto de forma obligatoria.
CEREBRO;Perro;Border Collie/Pastor Australiano;Macho;6;20;Mediano;Blanco/Negro, Pelo Largo;Clases de Agility/Deporte Canino,Estimulación Mental Diaria (Puzzles),Dueños con Experiencia en Razas de Trabajo,Hogar con Jardín Seguro;Aburrimiento Destructivo (Si no trabaja);Sí;Sí;Sí;Sí;No;Inteligente (Extremo),Necesita Trabajo,Enérgico (Mental y Físico),Juguetón,Aburrimiento Destructivo,Amigable,Pastor,Leal;Cerebro es un perro adulto muy inteligente que necesita un trabajo. Si no se le ejercita mentalmente, destruye cosas por aburrimiento. Es ideal para deportes caninos.;Cerebro es un perro de 6 años tan inteligente que necesita un trabajo. Es de raza de pastoreo y su mente está en constante movimiento. Su Condición Especial (Aburrimiento Destructivo si no trabaja) es una señal de que requiere obligatoriamente estimulación mental intensa, como agility, dog dancing o juegos de olfato y puzzles. No es suficiente con correr, necesita pensar. Es un compañero leal, amigable y muy afectuoso con su familia, pero solo es apto para dueños experimentados y activos que entiendan la necesidad de estas razas de alto rendimiento.
RIZO;Gato;Devon Rex/Europeo;Hembra;3;3.5;Pequeño;Blanco, Pelo Corto Rizado;Mantener Temperatura Ambiente Cálida (Obligatorio),Cuidado de la Piel/Baños Frecuentes,Juego Interactivo,Dueños en Casa Frecuentemente;Necesidades de Pelaje Rizado/Hipoalergénico;Sí;Sí;Sí;Sí;No;Pelo Rizado,Hipoalergénico (Relativo),Social (Extremo),Juguetona,Necesita Calor,Cariñosa,Baja Pérdida de Pelo,Dependiente;Rizo es una gata de 3 años, con un pelaje corto y rizado (como de cordero). Es muy dependiente de su gente, necesita calor y cuidados específicos de piel.;Rizo es una gata de 3 años con un pelaje corto y rizado que la hace única. Es extremadamente social, cariñosa y muy juguetona, actuando más como un perro que como un gato. Su Condición Especial (Necesidades de Pelaje Rizado/Hipoalergénico) significa que requiere un ambiente siempre cálido (obligatorio) y, dependiendo de su piel, puede necesitar limpieza o baños frecuentes. Es apta para algunos alérgicos leves, pero es esencial que sus dueños se comprometan con sus necesidades térmicas y de aseo específicas. Rizo te recompensará con mimos sin fin y diversión.
TIMÓN;Perro;Caniche (Poodle) Toy/Bichón;Macho;5;4.5;Pequeño;Blanco, Pelo Rizado;Hogar Solo de Mujeres (Obligatorio),Hogar Ultra Tranquilo (Sin Gritos),Manejo Suave y Paciente,No Apto para Niños (Por Miedo);Miedo a Hombres y Ruidos Fuertes;Sí;Sí;Sí;Sí;No;Asustadizo,Tímido (Inicialmente),Miedo a Hombres,Necesita Paciencia,Cariñoso (Una Vez Conoce),Baja Energía,Muy Sensible;Timón es un perrito dócil, pero sufre de un miedo profundo a los hombres debido a experiencias pasadas. Necesita un hogar tranquilo y exclusivamente femenino para sentirse seguro.;Timón es un perrito de 5 años, muy dócil y cariñoso una vez que confía. Lamentablemente, arrastra un profundo Miedo a Hombres y Ruidos Fuertes por su pasado. Es un requisito obligatorio que sea adoptado por un hogar exclusivo de mujeres, ya que la presencia masculina lo bloquea. Necesita un entorno ultra tranquilo y predecible y dueños muy pacientes que lo dejen acercarse a su ritmo. A cambio, Timón se convertirá en un compañero de regazo devoto y silencioso. No apto para niños.
GOLIAT;Gato;Maine Coon/Europeo;Macho;5;7.5;Grande/Imponente;Atigrado Gris Oscuro, Pelo Semilargo (Con Collar);Mascota Única en Casa (Obligatorio),Hogar sin Gatos y sin Perros,Juego Fuerte y Frecuente (Energía Alta),Cepillado Frecuente;Intolerancia a Otros Animales (Alfa);Sí;Sí;Sí;Sí;No;Imponente,Alfa,Solitario (Mascotas),Juguetón,Posesivo (Juguetes),Cariñoso (Humanos),Pelo Semilargo,Energía Alta;Goliat es un gato grande y majestuoso con una personalidad dominante. Es muy afectuoso con la gente, pero insiste en ser la única mascota del hogar.;Goliat es un gato de 5 años, de tamaño imponente y majestuoso, con una personalidad muy segura de sí mismo. Es el rey de la casa y necesita seguir siéndolo. Su Condición Especial (Intolerancia a Otros Animales - Alfa) hace que sea obligatorio que sea adoptado como la Mascota Única en el hogar (sin gatos, perros u otros). A pesar de su temperamento dominante con otros animales, con los humanos es increíblemente afectuoso, juguetón y disfruta de largas sesiones de mimos. Requiere cepillado frecuente debido a su pelo semilargo. Ideal para alguien que quiera un compañero felino exclusivo y de gran presencia.
BALA;Perro;Jack Russell Terrier/Terrier;Hembra;3;8;Pequeño/Mediano;Blanco con Parches Marrones, Pelo Corto;Dueños Corredores o Ciclistas,Correa Fuerte (Anti-Tirón),Mucho Juego Interactivo,Jardín Vallado Alto (Cazadora),Experiencia en Alta Energía;Impulso de Presa Extremo;Sí;Sí;Sí;Sí;No;Hiperactiva,Necesita Correr,Fuerte Impulso de Presa,Muy Motivada (Juguetes),Inteligente,Leal,Cariñosa (Humanos),Terrestre;Bala es una perrita de alta energía, ideal para corredores. Tiene un impulso de presa muy fuerte, por lo que necesita un jardín a prueba de fugas y mucha atención.;Bala es una perrita de 3 años que vive haciendo honor a su nombre: es una bala de energía. Necesita obligatoriamente correr o ejercitarse vigorosamente junto a un dueño corredor, ciclista o excursionista al menos dos veces al día. Su Impulso de Presa Extremo la hace reaccionar ante cualquier cosa que se mueva rápido (gatos, ardillas, pájaros), por lo que requiere una correa de buen manejo y un jardín bien cercado. A pesar de su intensidad, es increíblemente cariñosa con su gente y muy motivada para aprender. Es la compañera atlética ideal, siempre y cuando su energía sea canalizada correctamente.
IU;Gato;Scottish Fold/Europeo;Hembra;4;4.2;Mediano;Azul,Gris,Blanco, Pelo Corto;Mínimo Salto/Trepado,Juego Suave (No Bruto),Revisiones Articulares Anuales Obligatorias,Hogar con Alfombras/Suelos Blandos;Osteocondrodisplasia (Articulaciones Rígidas);Sí;Sí;Sí;Sí;No;Orejas Dobladas (Físico),Dócil,Necesita Juego Suave,Cariñosa (Regazo),Baja Movilidad (Limitada),Necesita Medicación Ocasional,Tranquila,Dulce;Iu es una gata de aspecto muy dulce pero padece una condición articular hereditaria que requiere que no salte mucho y viva en un entorno suave.;Iu es una gata famosa por su temperamento excepcionalmente dócil y cariñoso. Padece Osteocondrodisplasia (Articulaciones Rígidas), una condición que requiere que su entorno minimice los saltos y trepados. Necesita un hogar con suelos blandos y dueños que se comprometan con su medicación ocasional para el dolor y las revisiones articulares anuales. Es una compañera de regazo maravillosa y de baja energía, ideal para personas que buscan una relación tranquila y que puedan proporcionarle el confort que necesita.
HADO;Perro;Maltés/Shih Tzu;Macho;7;6;Pequeño;Blanco, Pelo Largo;Compromiso con Aseo Diario (Cepillado),Peluquería Profesional Frecuente,Revisiones Dentales Anuales Obligatorias,Hogar sin Ruidos/Niños Pequeños;Necesidades de Aseo Extensivas (Pelaje Largo);Sí;Sí;Sí;Sí;No;Pelo Largo,Necesita Cepillado,Tímido (Extraños),De Regazo,Baja Energía,Cariñoso (Conocidos),Silencioso,Delicado;Hado es un perrito pequeño y dulce que necesita muchos cuidados estéticos debido a su hermoso pelo largo. Es tímido y busca un dueño tranquilo que le brinde atención constante.;Hado es un pequeño de 7 años con un pelaje blanco y largo que parece una nube. Aunque es tímido con extraños, se transforma en un compañero de regazo increíblemente dulce y cariñoso una vez que conoce a su gente. Su Condición Especial (Necesidades de Aseo Extensivas) es crucial: requiere cepillado diario obligatorio para evitar nudos y peluquería profesional frecuente. Es de baja energía, ideal para apartamentos y personas tranquilas. Quien lo adopte debe estar comprometido con su rutina de belleza y cuidado dental.
ÍNDIGO;Gato;Siamés/Ragdoll;Hembra;1;3.6;Mediano;Point (Seal Point), Ojos Azules, Pelo Semilargo;Dieta Hipoalergénica Estricta (Obligatoria),Limpieza Frecuente (Polvo),Revisiones Veterinarias Semestrales,Dueños Experimentados con Alergias;Dermatitis/Alergias Crónicas (Piel Sensible);Si;Si;Si;Si;No;Ojos Azules (Físico),Vocal,Curiosa,Cariñosa (Dependiente),Necesita Dieta,Pelo Semilargo,Sensible (Piel),Joven;Índigo es una gata joven de ojos azules, muy activa y vocal, pero sufre de una piel muy sensible que requiere una dieta y entorno estrictos para evitar brotes.;Índigo es una gata joven y vocal de 1 año con un hermoso pelaje point y ojos azules. Es una compañera extremadamente cariñosa y curiosa, pero necesita un dueño comprometido con sus necesidades de salud. Sufre de Dermatitis/Alergias Crónicas (Piel Sensible). Esto significa que una dieta hipoalergénica estricta es obligatoria y que su entorno debe mantenerse muy limpio para minimizar el polvo. Requiere cepillado semanal (pelo semilargo) y revisiones veterinarias para controlar los brotes. A cambio de este cuidado, Índigo llenará tu casa de personalidad y mimos.
MATO;Perro;Doberman,Pastor Alemán;Macho;3;38;Grande;Negro, Pelo corto;Dueños de Mucha Experiencia (Obligatorio),Adiestramiento Continuo (Manejo),Ejercicio Intenso,Hogar Sin Niños Pequeños/Inexpertos;Agresividad de Perro a Perro (Protección de Recursos);Si;Si;Si;Si;No;Fuerte Carácter,Necesita Líder,Protector,Reactivo (Perros),Intenso,Fiel,Macho Alfa;Mato es un perro grande e impresionante, leal a su familia, pero tiene un historial de agresividad hacia otros perros. Necesita un manejo muy firme.;Mato es un perro de 3 años, grande e imponente, con una lealtad inquebrantable hacia su familia humana. Es un perro de fuerte carácter que requiere obligatoriamente dueños con experiencia en razas poderosas y manejo de reactividad. Su principal dificultad es la Agresividad de Perro a Perro (Protección de Recursos), por lo que debe ser la mascota única y necesita adiestramiento continuo. Es cariñoso y juguetón con su familia, pero requiere que su dueño sea un líder claro para canalizar su intensidad.
MAMI;Gato;Europeo;Hembra;4;4.0;Mediano;Negro, Pelo corto;Hogar Ultra Tranquilo y Silencioso (Obligatorio),Manejo Suave y Predecible,Muchas Escondites Verticales/Casas,No Apto para Niños Pequeños;Nerviosismo Crónico (Antecedentes de Calle);Si;Si;Si;Si;No;Nerviosa,Tímida (Inicial),Dócil (Conocidos),Necesita Escondites,Baja Confianza,Tranquila,Silenciosa,Predecible;Mami es una gata que vivió en la calle. Es cariñosa con su gente, pero sigue siendo muy nerviosa y necesita un hogar silencioso y con muchos lugares donde esconderse.;Mami es una gata de 4 años que ha dejado atrás su vida en la calle, pero aún mantiene un Nerviosismo Crónico. Es tímida inicialmente, pero con paciencia se revela como una compañera dócil y muy cariñosa. Su adaptación requiere obligatoriamente un hogar ultra tranquilo y silencioso (sin niños pequeños ni ruidos fuertes) y que le proporcionen muchos escondites verticales para sentirse segura. Es una gata silenciosa que no pide mucho, solo paz y un vínculo seguro con su adoptante.
